2003a 5460,514|6686,514|6932,513|7339,514
23t22 5436,120|5436,284|5436,412|5436,535|5436,668|5436,812|5436,937|5436,1063|5436,1186|5436,1307|5436,1430|5436,1558|5436,1681|5436,1802|5436,1921|5436,2047|5436,2179|5436,2310|5436,2432|5436,2552|5436,2672|5436,2795|5436,2920|5436,3040|5436,3160|5667,119|5667,284|5667,407|5667,529|5667,652|5667,775|5667,895|5891,117|5891,284|5891,407|5891,529|5891,650|5891,770|5891,889|5891,1015|5891,1140|5891,1270|5891,1393|5891,1522|5891,1644|5891,1767|5891,1888|5891,2008|6150,124|6150,288|6150,408|6150,530|6150,651|6150,771|6150,893|6150,1016|6150,1135|6150,1256|6150,1378|6150,1498|6264,121|6264,292|6264,421|6264,544|6264,671|6264,794|6264,924|6264,1054|6264,1190|6264,1325|6264,1460|6264,1590|6264,1719|6264,1849|6264,1976|6264,2103|6264,2232|6264,2354|6264,2492|6264,2615|6264,2741|6264,2863|6264,2987|6264,3115|6264,3243|6264,3374|6264,3503|6264,3639|6264,3762|6264,3884|6264,4013|6264,4141|6264,4269|6264,4407|6264,4533|6264,4661|6264,4788|6264,4908|6264,5030|6264,5159|6377,121|6377,295|6377,428|6377,558|6377,683|6377,807|6377,926|6377,1049|6377,1174|6377,1292|6377,1414|6377,1538|6377,1667|6377,1796|6377,1924|6377,2061|6377,2190|6377,2312|6377,2446|6377,2574|6377,2704|6377,2833|6377,2957|6377,3090|6377,3222|6377,3353|6377,3485|6377,3608|6377,3732|6377,3855|6377,3983|6377,4113|6377,4240|6377,4360|6377,4496|6771,118|6771,281|6771,403|6771,525|6771,645|6771,764|6771,885|6771,1009|6771,1127|6771,1244|6771,1367|6771,1486|6771,1615|6771,1736|6771,1860|6771,1987|6771,2107|6771,2228|6771,2360|6771,2482|6771,2602|6771,2734|6771,2856|6771,2980|6771,3100|6829,126|6829,297|7011,130|7011,295|7011,428|7011,555|7011,688|7011,811|7011,933|7011,1057|7011,1177|7011,1304|7054,124|7054,288|7054,409|7054,533|7054,652|7054,772|7054,896|7054,1014|7054,1137|7054,1260|7054,1381|7054,1501|7054,1623|7054,1743|7197,110|7197,319|7197,523|7388,125|7388,291|7388,415|7388,541|7388,663|7388,788|7388,910|7388,1031|7388,1155|7388,1278|7388,1401|7388,1523|7388,1647|7388,1770|7388,1892|7388,2015|7388,2136|7388,2258|7388,2382|7388,2505|7388,2630|7388,2750|7495,115|7495,277|7495,405|7495,528|7495,655|7495,773|7495,899|7495,1021|7495,1145|7495,1268|7495,1389|7495,1511|7495,1634|7495,1756|7495,1875|7495,1993|7495,2112|7495,2230|7495,2353|7495,2480|7495,2612|7495,2740|7495,2867|7495,2989|7495,3115|7495,3242|7495,3367|7495,3492|7495,3616|7495,3739|7495,3868|7495,3996|7495,4118|7495,4244|7495,4364|7495,4491|7495,4619|7495,4745|7585,116|7585,281|7585,404|7585,538|7585,657|7585,797|7585,921|7585,1044|7585,1167|7585,1290|7585,1425|7585,1545|7585,1679|7620,124|7620,289|7620,410|7620,531|7620,654|7620,776|7620,899|7620,1021|7620,1141|7620,1263|7635,115|7635,277|7635,397|7635,515|7635,634|7635,758|7635,878|7635,1007|7635,1131|7635,1248|7635,1376|7635,1492|7635,1615|7635,1738|7635,1857|7635,1982|7635,2101|7635,2220|7635,2339|7635,2458|7635,2578|7635,2703|7635,2821|7635,2942|7635,3066|7635,3185|7635,3308|7635,3432|7635,3552|7635,3675|7635,3799|7635,3917|7635,4040|7635,4158|7635,4278|7635,4400
23z 6581,57
2400003840f5dd30d8b8209957939de4 5422,634|7623,634
246462z 6738,462
248c886f582d7005be2632905daf8879 5534,3639|7033,3639
24ffd268475864c54b3ca45d3aaa5ea7 5954,627|6653,627
24t02 6785,252
24t22 6264,1129|6264,1264
24t23 5891,223|5891,346|5891,468|5891,589|5891,709|5891,828|5891,954|5891,1079|5891,1209|5891,1332|5891,1461|5891,1583|5891,1706|5891,1827|5891,1947|6264,231|6264,360|6264,610|6264,733|6264,993|6264,1399|6264,1788|6264,1915|6264,2042|6264,2171|6264,2293|6264,2431|6264,2554|6264,2680|6264,2926|6264,3054|6264,3182|6264,3313|6264,3442|6264,3578|6264,3701|6264,3952|6264,4080|6264,4208|6264,4346|6264,4600|6264,4727|6264,4847|6264,4969|6264,5098|6377,234|6377,367|6377,497|6377,622|6377,746|6377,865|6377,988|6377,1113|6377,1231|6377,1353|6377,1477|6377,1606|6377,1735|6377,1863|6377,2000|6377,2129|6377,2251|6377,2385|6377,2513|6377,2643|6377,2772|6377,2896|6377,3029|6377,3161|6377,3292|6377,3424|6377,3547|6377,3671|6377,3794|6377,3922|6377,4052|6377,4179|6377,4299|6377,4435|6727,371|6727,631|6727,754|6727,1127|6753,371|6753,631|6753,754|6753,1127|7011,367|7011,494|7011,627|7011,750|7011,872|7011,996|7011,1116|7011,1243|7197,462|7635,216|7635,336|7635,454|7635,573|7635,697|7635,817|7635,946|7635,1070|7635,1187|7635,1315|7635,1431|7635,1554|7635,1796|7635,1921|7635,2040|7635,2159|7635,2278|7635,2397|7635,2517|7635,2642|7635,2760|7635,2881|7635,3005|7635,3124|7635,3247|7635,3371|7635,3491|7635,3614|7635,3738|7635,3856|7635,3979|7635,4097|7635,4217|7635,4339
25121e5a7c7f0d4fc5da94cf9ba8d66d 7327,1374
254745c04f675a2ac518b5401119d6c2 6287,694
25532e53a65d2abcc0010d9305d3f060 5911,563
258d675be5974f58da8a4ca6050abff6 6200,1567|6344,1567
25d02ec1516adfb6e1857c827b1f2f4b 6771,1086|6916,1086|7136,1086
25f 5701,9941|5701,15161|6571,12175|6571,17395|7279,10456|7466,5065|7532,9582|7532,14714|7536,5065
25t19 7161,117|7161,2089|7161,2623
25t23 5883,236|6829,236|7011,234|7197,258|7402,236
25z 5505,41|5547,40|5659,45|5809,40|5849,38|5952,49|6201,38|6355,44|6539,45|6575,50|6627,45|6825,42|6904,50|6917,40|6997,39|7035,49|7108,50|7260,41|7276,40|7282,39|7301,44|7344,41|7356,38|7428,45|7722,40|7728,41|7866,42
260925b76494f14946022304cadc78f5 6544,1103|7508,1103
26300f8733a4f9f7dbd77562ec61eaf1 6490,2776|7528,2776
266a8417 7916,7756|7938,7756
2680edcaa8e564c028702a56b2c09ac7 6051,373|7611,373|7620,369
26t00 7071,721|7071,842
26t03 7740,1705
26z 5807,47|6187,43|6256,42|6463,44|6701,42|7028,42|7106,40|7149,40|7288,38|7321,46|7600,47
271b9932ea6904a69f710e1923e67680 5948,348
27s_coeffici 5592,1461|6005,683|6106,637|6166,1965|6173,683|6400,1965|6546,1965|6962,653|7171,653|7708,1461
27t00 6189,251|6719,262|7406,3252
27z 7586,47|7694,50
281efab0c805e479bea659fb73f52701 5596,1481
282648ed62130469d9a01b85ddf900a1 5436,1880
282a1b915383daa6703b1bb03d02c88f 6947,674
28a02797d3e708d30788571d187faa30 7128,1129
28a65fad5732ee902a0dc54b43e33dd 7144,1076
28b7342 7916,7108|7938,7108
28t19 7406,1558|7406,3860
28z 5522,40|5533,44|5550,44|5560,45|5670,45|5671,38|5769,46|5773,43|5870,49|5903,40|5933,49|5984,46|6470,44|6635,43|6760,44|6902,50|6933,38|6951,40|6954,50|7042,46|7122,48|7148,49|7199,48|7358,44|7364,49|7420,38|7481,44|7628,43|7707,45|7808,43|7811,40|7873,43
293230e8fae719ae191e2265b716cf9 7161,976
293bbb23a31bb593e7d0fe31ed74ef6d 6650,2449|6892,2449
2960120d44d81438c0b7e5aa921ba954 6834,2815
2960db6cafa4c066e1f376d39f6c7ac8 5436,2391
29b840bee241c24be06df52bb994b08f 5422,2096|7623,2096
29t07 6727,876
29t23 7147,2795
29th 6203,5037|6688,5037
29z 5585,58|6449,45|6584,58|6932,40|7193,58|7446,38
2b09cf4e5d1b6b74b112c601ecbbfc82 5785,2358|6438,2358
2b462fd09604784dab8521478433c3bb 7144,2810
2b9a36de929bc46cbcaaa20352e5af7f 6532,247
2bd999a2e3bef398e8ce1de1592ebc98 7144,815
2c005082c40d729d14839a75fd586ee5 5954,882|6653,882
2c8875270ad042926325c5e7463ffd9a 5785,618|6438,618
2d 7884,196|7893,297|7909,297
2dd1dc10242413ab447ad8f0331148e0 6777,271
2dfab846b8595f46ae29cf0453e1a9e3 5534,994|7033,1124
2e40ba0fa5971c3a8f990af64edb4d20 7635,3511
2e44cfb24b30219d24968b99d4de0f63 5785,3614|6438,3614
2e79cdfa5ef6029ddf33eb8c64ebca9c 6080,949|6399,949
2e94fdcec13c7620a6f80a8f2d6fd319 7495,2312
2f 6272,23648|6272,23686|6404,23648|6404,23686|7382,23648|7382,23686
2ff52960d6f4201efd1a0a83e51fe074 6641,3954|7139,3954
2gb 5481,2989|5848,1643|6037,1722|6050,1716|7441,1568|7592,1689|7860,1722
2go 6048,31722|6048,31744|6048,31766|6048,100250|7853,31722|7853,31744|7853,31766|7853,100250
